Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,10th Percentile (mcg per cubic meter),90th Percentile (mcg per cubic meter),Mean (mcg per cubic meter),Notes 10th Percentile,Notes 90th Percentile,Notes Mean
Summer 2019,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Fine Particulate Matter (PM2.5),7.6,7.9,7.8,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Fine Particulate Matter (PM2.5),11.2,11.6,11.4,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Fine Particulate Matter (PM2.5),8.2,8.6,8.4,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Fine Particulate Matter (PM2.5),7.2,7.9,7.5,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Fine Particulate Matter (PM2.5),7.3,7.6,7.4,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Fine Particulate Matter (PM2.5),7.9,8.3,8.1,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Fine Particulate Matter (PM2.5),6.6,6.9,6.8,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Fine Particulate Matter (PM2.5),9.8,10.2,10,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Fine Particulate Matter (PM2.5),8.3,8.8,8.6,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Fine Particulate Matter (PM2.5),9,9.4,9.2,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Fine Particulate Matter (PM2.5),7.9,8.3,8.1,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Fine Particulate Matter (PM2.5),8.6,9,8.8,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Fine Particulate Matter (PM2.5),8,8.4,8.2,,,
Summer 2019,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Fine Particulate Matter (PM2.5),7.8,8.1,8,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Fine Particulate Matter (PM2.5),11.4,11.9,11.7,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Fine Particulate Matter (PM2.5),8.5,8.9,8.7,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Fine Particulate Matter (PM2.5),7.8,8.5,8.2,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Fine Particulate Matter (PM2.5),7.5,7.8,7.6,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Fine Particulate Matter (PM2.5),8.2,8.7,8.5,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Fine Particulate Matter (PM2.5),6.7,7.3,7,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Fine Particulate Matter (PM2.5),10,11.4,10.4,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Fine Particulate Matter (PM2.5),8.5,9.9,9,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Fine Particulate Matter (PM2.5),9.1,10.6,9.6,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Fine Particulate Matter (PM2.5),7.9,9.4,8.4,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Fine Particulate Matter (PM2.5),8.7,10.1,9.2,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Fine Particulate Matter (PM2.5),8.2,9.4,8.6,,,
Summer 2019,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Fine Particulate Matter (PM2.5),7.8,8.9,8.2,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Fine Particulate Matter (PM2.5),11.5,12.8,11.9,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Fine Particulate Matter (PM2.5),8.7,10.2,9.2,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Fine Particulate Matter (PM2.5),8.2,9.6,8.7,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Fine Particulate Matter (PM2.5),7.6,9.1,8.1,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Fine Particulate Matter (PM2.5),8.2,9.3,8.6,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Fine Particulate Matter (PM2.5),6.8,7.9,7.2,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Fine Particulate Matter (PM2.5),9.8,11.5,10.4,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Fine Particulate Matter (PM2.5),8.4,10.2,9,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Fine Particulate Matter (PM2.5),9.1,10.8,9.6,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Fine Particulate Matter (PM2.5),7.8,9.6,8.4,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Fine Particulate Matter (PM2.5),8.7,10.5,9.3,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Fine Particulate Matter (PM2.5),8.1,10,8.8,,,
Summer 2019,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Fine Particulate Matter (PM2.5),7.8,9.8,8.6,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Fine Particulate Matter (PM2.5),11.4,13.3,12.1,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Fine Particulate Matter (PM2.5),8.7,10.6,9.4,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Fine Particulate Matter (PM2.5),8.2,10,8.8,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Fine Particulate Matter (PM2.5),7.6,9.2,8.1,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Fine Particulate Matter (PM2.5),8.1,10.1,8.8,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Fine Particulate Matter (PM2.5),6.9,9,7.7,,,
Summer 2013,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Fine Particulate Matter (PM2.5),10.5,11,10.7,,,
Summer 2014,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Fine Particulate Matter (PM2.5),8.8,9.3,9.1,,,
Summer 2015,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Fine Particulate Matter (PM2.5),9.8,10.1,9.9,,,
Summer 2016,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Fine Particulate Matter (PM2.5),8.4,8.8,8.6,,,
Summer 2017,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Fine Particulate Matter (PM2.5),9.7,10,9.8,,,
Summer 2018,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Fine Particulate Matter (PM2.5),8.7,9.2,8.9,,,
Summer 2019,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Fine Particulate Matter (PM2.5),8,8.3,8.2,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Fine Particulate Matter (PM2.5),12.8,13.4,13,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Fine Particulate Matter (PM2.5),10,10.4,10.2,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Fine Particulate Matter (PM2.5),8.2,8.5,8.3,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Fine Particulate Matter (PM2.5),8.1,8.4,8.2,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Fine Particulate Matter (PM2.5),8.2,8.7,8.4,,,
Winter 2018-19,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Fine Particulate Matter (PM2.5),7.3,7.8,7.5,,,
Summer 2013,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Fine Particulate Matter (PM2.5),11,14,12.5,,,
Summer 2014,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Fine Particulate Matter (PM2.5),9.8,12.4,11.1,,,
Summer 2015,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Fine Particulate Matter (PM2.5),10.3,12.6,11.4,,,
Summer 2016,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Fine Particulate Matter (PM2.5),9.1,11.3,10.2,,,
Summer 2017,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Fine Particulate Matter (PM2.5),10.2,11.9,11,,,
Summer 2018,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Fine Particulate Matter (PM2.5),9.1,11.8,10.3,,,
Summer 2019,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Fine Particulate Matter (PM2.5),9.2,11.8,10.4,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Fine Particulate Matter (PM2.5),13.4,16.4,14.9,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Fine Particulate Matter (PM2.5),10.3,12.7,11.5,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Fine Particulate Matter (PM2.5),9.2,11.2,10.2,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Fine Particulate Matter (PM2.5),8.4,10.5,9.5,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Fine Particulate Matter (PM2.5),9.3,11.7,10.4,,,
Winter 2018-19,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Fine Particulate Matter (PM2.5),8.9,12.4,10.6,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Fine Particulate Matter (PM2.5),9.3,10,9.6,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Fine Particulate Matter (PM2.5),7.6,8.2,7.9,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Fine Particulate Matter (PM2.5),8.4,8.9,8.7,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Fine Particulate Matter (PM2.5),7.4,7.9,7.7,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Fine Particulate Matter (PM2.5),7.9,8.3,8.1,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Fine Particulate Matter (PM2.5),7.5,8.1,7.8,,,
Summer 2019,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Fine Particulate Matter (PM2.5),7.3,7.8,7.6,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Fine Particulate Matter (PM2.5),10.8,11.3,11,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Fine Particulate Matter (PM2.5),7.8,8.3,8,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Fine Particulate Matter (PM2.5),6.6,7.1,6.9,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Fine Particulate Matter (PM2.5),7.1,7.5,7.3,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Fine Particulate Matter (PM2.5),7.6,8,7.8,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Fine Particulate Matter (PM2.5),6.2,6.9,6.6,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Fine Particulate Matter (PM2.5),10.1,10.6,10.3,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Fine Particulate Matter (PM2.5),8.7,9.4,9,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Fine Particulate Matter (PM2.5),9.2,9.8,9.5,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Fine Particulate Matter (PM2.5),8,8.7,8.3,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Fine Particulate Matter (PM2.5),8.8,9.6,9.2,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Fine Particulate Matter (PM2.5),8.3,8.7,8.5,,,
Summer 2019,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Fine Particulate Matter (PM2.5),7.8,8.6,8.2,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Fine Particulate Matter (PM2.5),11.7,12.4,12,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Fine Particulate Matter (PM2.5),8.8,9.5,9.2,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Fine Particulate Matter (PM2.5),8.5,9.3,8.8,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Fine Particulate Matter (PM2.5),7.7,8.2,7.9,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Fine Particulate Matter (PM2.5),8.4,9,8.7,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Fine Particulate Matter (PM2.5),6.9,7.9,7.3,,,
Summer 2013,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Fine Particulate Matter (PM2.5),9.9,10.8,10.3,,,
Summer 2014,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Fine Particulate Matter (PM2.5),8.5,9.3,8.9,,,
Summer 2015,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Fine Particulate Matter (PM2.5),9.1,9.9,9.4,,,
Summer 2016,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Fine Particulate Matter (PM2.5),7.9,8.7,8.3,,,
Summer 2017,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Fine Particulate Matter (PM2.5),8.7,9.5,9.1,,,
Summer 2018,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Fine Particulate Matter (PM2.5),8.1,8.7,8.4,,,
Summer 2019,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Fine Particulate Matter (PM2.5),7.7,8.3,8,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Fine Particulate Matter (PM2.5),11.4,12.3,11.8,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Fine Particulate Matter (PM2.5),8.6,9.5,9,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Fine Particulate Matter (PM2.5),8.1,9,8.5,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Fine Particulate Matter (PM2.5),7.6,8.4,7.9,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Fine Particulate Matter (PM2.5),8.2,8.7,8.4,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Fine Particulate Matter (PM2.5),6.8,7.4,7,,,
Summer 2013,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Fine Particulate Matter (PM2.5),10.6,11.3,10.9,,,
Summer 2014,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Fine Particulate Matter (PM2.5),8.9,9.6,9.3,,,
Summer 2015,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Fine Particulate Matter (PM2.5),9.9,10.4,10.2,,,
Summer 2016,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Fine Particulate Matter (PM2.5),8.6,9.2,8.9,,,
Summer 2017,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Fine Particulate Matter (PM2.5),9.8,10.3,10,,,
Summer 2018,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Fine Particulate Matter (PM2.5),8.4,9.1,8.7,,,
Summer 2019,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Fine Particulate Matter (PM2.5),8.1,8.6,8.3,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Fine Particulate Matter (PM2.5),12.8,13.5,13.1,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Fine Particulate Matter (PM2.5),10,10.6,10.3,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Fine Particulate Matter (PM2.5),8.3,8.8,8.6,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Fine Particulate Matter (PM2.5),8.2,8.7,8.4,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Fine Particulate Matter (PM2.5),8.1,8.7,8.4,,,
Winter 2018-19,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Fine Particulate Matter (PM2.5),7.6,8.2,7.8,,,
Summer 2013,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Fine Particulate Matter (PM2.5),9.6,11.5,10.3,,,
Summer 2014,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Fine Particulate Matter (PM2.5),8,9.9,8.7,,,
Summer 2015,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Fine Particulate Matter (PM2.5),8.8,10.7,9.5,,,
Summer 2016,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Fine Particulate Matter (PM2.5),7.5,9.4,8.2,,,
Summer 2017,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Fine Particulate Matter (PM2.5),8.3,10.1,9,,,
Summer 2018,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Fine Particulate Matter (PM2.5),7.9,8.9,8.4,,,
Summer 2019,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Fine Particulate Matter (PM2.5),7.5,8.4,8,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Fine Particulate Matter (PM2.5),10.9,12.8,11.6,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Fine Particulate Matter (PM2.5),8.3,10.2,9.1,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Fine Particulate Matter (PM2.5),7.5,9.5,8.3,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Fine Particulate Matter (PM2.5),7.4,9.1,8.1,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Fine Particulate Matter (PM2.5),7.7,8.7,8.2,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Fine Particulate Matter (PM2.5),6.7,7.7,7.1,,,
Summer 2013,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Fine Particulate Matter (PM2.5),10,11.1,10.5,,,
Summer 2014,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Fine Particulate Matter (PM2.5),8.2,9.2,8.7,,,
Summer 2015,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Fine Particulate Matter (PM2.5),9.2,10.2,9.6,,,
Summer 2016,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Fine Particulate Matter (PM2.5),7.9,8.9,8.3,,,
Summer 2017,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Fine Particulate Matter (PM2.5),8.7,9.6,9.1,,,
Summer 2018,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Fine Particulate Matter (PM2.5),8.3,8.7,8.5,,,
Summer 2019,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Fine Particulate Matter (PM2.5),7.7,8.3,8.1,,,
Winter 2013-14,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Fine Particulate Matter (PM2.5),11.6,12.6,12,,,
Winter 2014-15,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Fine Particulate Matter (PM2.5),9.1,10,9.5,,,
Winter 2015-16,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Fine Particulate Matter (PM2.5),7.7,8.8,8.1,,,
Winter 2016-17,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Fine Particulate Matter (PM2.5),7.8,8.6,8.2,,,
Winter 2017-18,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Fine Particulate Matter (PM2.5),8,8.4,8.2,,,
Winter 2018-19,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Fine Particulate Matter (PM2.5),7.1,7.9,7.6,,,
Summer 2013,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Fine Particulate Matter (PM2.5),11.7,12.6,12.2,,,
Summer 2014,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Fine Particulate Matter (PM2.5),10.4,11.3,10.9,,,
Summer 2015,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Fine Particulate Matter (PM2.5),10.6,11.4,11,,,
Summer 2016,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Fine Particulate Matter (PM2.5),9.4,10.3,9.8,,,
Summer 2017,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Fine Particulate Matter (PM2.5),10.1,10.9,10.5,,,
Summer 2018,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Fine Particulate Matter (PM2.5),9.7,10.5,10.1,,,
Summer 2019,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Fine Particulate Matter (PM2.5),9,10.5,9.7,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Fine Particulate Matter (PM2.5),14,14.9,14.5,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Fine Particulate Matter (PM2.5),10.5,11.4,11,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Fine Particulate Matter (PM2.5),9.9,10.7,10.3,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Fine Particulate Matter (PM2.5),8.7,9.5,9.1,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Fine Particulate Matter (PM2.5),10.1,10.8,10.4,,,
Winter 2018-19,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Fine Particulate Matter (PM2.5),8.6,10.7,9.5,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Fine Particulate Matter (PM2.5),9.8,10.4,10.1,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Fine Particulate Matter (PM2.5),8.3,9.1,8.6,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Fine Particulate Matter (PM2.5),8.9,9.5,9.2,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Fine Particulate Matter (PM2.5),7.8,8.4,8,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Fine Particulate Matter (PM2.5),8.5,9.2,8.8,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Fine Particulate Matter (PM2.5),8,8.4,8.2,,,
Summer 2019,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Fine Particulate Matter (PM2.5),7.6,7.9,7.8,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Fine Particulate Matter (PM2.5),11.3,12.1,11.6,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Fine Particulate Matter (PM2.5),8.3,9.1,8.7,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Fine Particulate Matter (PM2.5),7.6,8.8,8.1,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Fine Particulate Matter (PM2.5),7.4,7.9,7.6,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Fine Particulate Matter (PM2.5),8,8.6,8.3,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Fine Particulate Matter (PM2.5),6.6,7,6.8,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Fine Particulate Matter (PM2.5),9.3,10.6,9.8,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Fine Particulate Matter (PM2.5),7.6,9.1,8.2,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Fine Particulate Matter (PM2.5),8.4,9.7,8.9,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Fine Particulate Matter (PM2.5),7.3,8.6,7.8,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Fine Particulate Matter (PM2.5),8,9.3,8.5,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Fine Particulate Matter (PM2.5),7.6,8.7,8,,,
Summer 2019,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Fine Particulate Matter (PM2.5),7.3,8.3,7.7,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Fine Particulate Matter (PM2.5),10.4,11.9,11,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Fine Particulate Matter (PM2.5),7.7,9.2,8.3,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Fine Particulate Matter (PM2.5),6.7,8.6,7.6,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Fine Particulate Matter (PM2.5),7.2,8.3,7.6,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Fine Particulate Matter (PM2.5),7.3,8.6,7.9,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Fine Particulate Matter (PM2.5),6.3,7.4,6.7,,,
Summer 2013,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Fine Particulate Matter (PM2.5),9.6,10.9,10.1,,,
Summer 2014,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Fine Particulate Matter (PM2.5),7.7,9.1,8.2,,,
Summer 2015,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Fine Particulate Matter (PM2.5),8.8,10.3,9.4,,,
Summer 2016,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Fine Particulate Matter (PM2.5),7.2,8.8,7.8,,,
Summer 2017,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Fine Particulate Matter (PM2.5),8.4,9.8,8.9,,,
