Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,10th Percentile (absorbance units),90th Percentile (absorbance units),Mean (absorbance units),Notes 10th Percentile,Notes 90th Percentile,Notes Mean
Winter 2016-17,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Black Carbon,0.8,1,0.9,,,
Winter 2017-18,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Black Carbon,0.9,1,0.9,,,
Summer 2012,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Black Carbon,1,1.4,1.2,,,
Summer 2013,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Black Carbon,1,1.5,1.3,,,
Summer 2014,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Black Carbon,1,1.5,1.2,,,
Summer 2015,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Black Carbon,0.9,1.4,1.2,,,
Summer 2016,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Black Carbon,0.8,1.3,1.1,,,
Summer 2017,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Black Carbon,1,1.3,1.1,,,
Summer 2018,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Black Carbon,0.8,1.1,0.9,,,
Winter 2012-13,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Black Carbon,1.3,1.8,1.5,,,
Winter 2013-14,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Black Carbon,1.1,1.6,1.4,,,
Winter 2014-15,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Black Carbon,0.9,1.3,1.1,,,
Winter 2015-16,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Black Carbon,0.8,1.3,1,,,
Winter 2016-17,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Black Carbon,0.8,1.1,1,,,
Winter 2017-18,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Black Carbon,0.8,1,0.9,,,
Summer 2012,Neighborhood (UHF 42),Queens, West Queens,402,Black Carbon,0.9,1.6,1.2,,,
Summer 2013,Neighborhood (UHF 42),Queens, West Queens,402,Black Carbon,0.9,1.5,1.1,,,
Summer 2014,Neighborhood (UHF 42),Queens, West Queens,402,Black Carbon,0.8,1.5,1.1,,,
Summer 2015,Neighborhood (UHF 42),Queens, West Queens,402,Black Carbon,0.8,1.5,1.1,,,
Summer 2016,Neighborhood (UHF 42),Queens, West Queens,402,Black Carbon,0.8,1.4,1,,,
Summer 2017,Neighborhood (UHF 42),Queens, West Queens,402,Black Carbon,0.9,1.3,1,,,
Summer 2018,Neighborhood (UHF 42),Queens, West Queens,402,Black Carbon,0.8,1.2,0.9,,,
Winter 2012-13,Neighborhood (UHF 42),Queens, West Queens,402,Black Carbon,0.8,1.4,1,,,
Winter 2013-14,Neighborhood (UHF 42),Queens, West Queens,402,Black Carbon,0.9,1.5,1.1,,,
Winter 2014-15,Neighborhood (UHF 42),Queens, West Queens,402,Black Carbon,0.8,1.4,1,,,
Winter 2015-16,Neighborhood (UHF 42),Queens, West Queens,402,Black Carbon,0.7,1.3,0.9,,,
Winter 2016-17,Neighborhood (UHF 42),Queens, West Queens,402,Black Carbon,0.8,1.1,0.9,,,
Winter 2017-18,Neighborhood (UHF 42),Queens, West Queens,402,Black Carbon,0.8,1.2,0.9,,,
Summer 2012,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Black Carbon,0.9,1.6,1.2,,,
Summer 2013,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Black Carbon,0.9,1.6,1.2,,,
Summer 2014,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Black Carbon,0.8,1.6,1.1,,,
Summer 2015,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Black Carbon,0.8,1.5,1.1,,,
Summer 2016,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Black Carbon,0.8,1.5,1.1,,,
Summer 2017,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Black Carbon,0.8,1.4,1,,,
Summer 2018,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Black Carbon,0.8,1.3,1,,,
Winter 2012-13,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Black Carbon,0.8,1.4,1,,,
Winter 2013-14,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Black Carbon,0.7,1.5,1,,,
Winter 2014-15,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Black Carbon,0.7,1.4,1,,,
Winter 2015-16,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Black Carbon,0.7,1.4,1,,,
Winter 2016-17,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Black Carbon,0.7,1.2,0.9,,,
Winter 2017-18,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Black Carbon,0.8,1.3,1,,,
Summer 2012,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Black Carbon,0.8,1.2,0.9,,,
Summer 2013,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Black Carbon,0.6,1,0.8,,,
Summer 2014,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Black Carbon,0.6,1.1,0.8,,,
Summer 2015,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Black Carbon,0.6,1,0.8,,,
Summer 2016,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Black Carbon,0.6,1,0.7,,,
Summer 2017,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Black Carbon,0.6,0.9,0.8,,,
Summer 2018,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Black Carbon,0.5,0.8,0.6,,,
Winter 2012-13,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Black Carbon,0.6,1,0.8,,,
Winter 2013-14,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Black Carbon,0.8,1.3,1,,,
Winter 2014-15,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Black Carbon,0.6,1,0.7,,,
Winter 2015-16,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Black Carbon,0.6,1,0.7,,,
Winter 2016-17,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Black Carbon,0.4,0.8,0.6,,,
Winter 2017-18,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Black Carbon,0.6,0.8,0.7,,,
Summer 2012,Neighborhood (Community District),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Black Carbon,0.9,1.1,1,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Black Carbon,0.8,1.1,0.9,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Black Carbon,0.7,1,0.9,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Black Carbon,0.7,1,0.9,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Black Carbon,0.7,1,0.8,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Black Carbon,0.7,0.9,0.8,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Black Carbon,0.6,0.8,0.7,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Black Carbon,0.8,1.1,1,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Black Carbon,0.8,1.1,0.9,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Black Carbon,0.7,0.9,0.8,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Black Carbon,0.7,1,0.8,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Black Carbon,0.6,0.8,0.7,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Black Carbon,0.6,0.8,0.7,,,
Summer 2012,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Black Carbon,0.8,1.1,0.9,,,
Summer 2013,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Black Carbon,0.8,1.1,1,,,
Summer 2014,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Black Carbon,0.7,0.9,0.8,,,
Summer 2015,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Black Carbon,0.7,1,0.8,,,
Summer 2016,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Black Carbon,0.7,0.9,0.8,,,
Summer 2017,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Black Carbon,0.6,0.8,0.7,,,
Summer 2018,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Black Carbon,0.7,0.8,0.8,,,
Winter 2012-13,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Black Carbon,0.8,1,0.9,,,
Winter 2013-14,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Black Carbon,0.9,1.1,1,,,
Winter 2014-15,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Black Carbon,0.7,0.9,0.8,,,
Winter 2015-16,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Black Carbon,0.7,1,0.9,,,
Winter 2016-17,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Black Carbon,0.6,0.8,0.7,,,
Winter 2017-18,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Black Carbon,0.6,0.7,0.7,,,
Summer 2012,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Black Carbon,0.9,1.2,1,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Black Carbon,0.9,1.1,1,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Black Carbon,0.8,1.1,0.9,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Black Carbon,0.8,1.1,0.9,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Black Carbon,0.8,1,0.9,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Black Carbon,0.8,1,0.9,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Black Carbon,0.8,1,0.9,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Black Carbon,0.8,1,0.9,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Black Carbon,0.7,1,0.8,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Black Carbon,0.7,1,0.8,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Black Carbon,0.7,0.9,0.8,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Black Carbon,0.7,0.8,0.7,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Black Carbon,0.8,0.9,0.8,,,
Summer 2012,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Black Carbon,1.1,1.3,1.2,,,
Summer 2013,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Black Carbon,1.1,1.4,1.3,,,
Summer 2014,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Black Carbon,1.1,1.3,1.2,,,
Summer 2015,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Black Carbon,1,1.3,1.2,,,
Summer 2016,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Black Carbon,0.9,1.2,1.1,,,
Summer 2017,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Black Carbon,1,1.2,1.1,,,
Summer 2018,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Black Carbon,0.8,1,0.9,,,
Winter 2012-13,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Black Carbon,1.3,1.6,1.5,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Black Carbon,1.1,1.4,1.3,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Black Carbon,1,1.2,1.1,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Black Carbon,0.9,1.1,1,,,
Winter 2016-17,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Black Carbon,0.9,1.1,1,,,
Winter 2017-18,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Black Carbon,0.8,1,0.9,,,
Summer 2012,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Black Carbon,0.9,0.9,0.9,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Black Carbon,0.8,0.9,0.8,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Black Carbon,0.7,0.8,0.7,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Black Carbon,0.7,0.8,0.7,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Black Carbon,0.7,0.8,0.7,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Black Carbon,0.7,0.8,0.8,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Black Carbon,0.6,0.7,0.7,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Black Carbon,0.9,1,0.9,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Black Carbon,0.7,0.8,0.8,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Black Carbon,0.6,0.7,0.7,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Black Carbon,0.7,0.8,0.7,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Black Carbon,0.6,0.7,0.7,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Black Carbon,0.6,0.7,0.7,,,
Summer 2012,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Black Carbon,0.9,1,0.9,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Black Carbon,0.8,1,0.9,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Black Carbon,0.7,0.9,0.8,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Black Carbon,0.7,0.9,0.8,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Black Carbon,0.7,0.8,0.8,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Black Carbon,0.7,0.9,0.8,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Black Carbon,0.6,0.8,0.7,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Black Carbon,0.9,1,0.9,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Black Carbon,0.7,0.9,0.8,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Black Carbon,0.7,0.8,0.7,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Black Carbon,0.7,0.8,0.7,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Black Carbon,0.6,0.7,0.7,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Black Carbon,0.6,0.8,0.7,,,
Summer 2012,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Black Carbon,0.9,1.3,1,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Black Carbon,0.9,1.2,1,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Black Carbon,0.8,1.1,0.9,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Black Carbon,0.8,1.1,0.9,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Black Carbon,0.8,1.1,0.9,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Black Carbon,0.8,1,0.9,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Black Carbon,0.8,0.9,0.8,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Black Carbon,0.8,1.1,0.9,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Black Carbon,0.7,1,0.8,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Black Carbon,0.7,1.1,0.8,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Black Carbon,0.7,1.1,0.8,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Black Carbon,0.7,0.9,0.8,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Black Carbon,0.8,1,0.9,,,
Summer 2012,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Black Carbon,0.9,1.4,1.1,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Black Carbon,0.9,1.4,1.1,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Black Carbon,0.8,1.4,1,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Black Carbon,0.8,1.3,1,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Black Carbon,0.7,1.3,0.9,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Black Carbon,0.8,1.2,1,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Black Carbon,0.7,1.1,0.9,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Black Carbon,0.7,1.2,0.9,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Black Carbon,0.7,1.2,0.9,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Black Carbon,0.7,1.2,0.9,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Black Carbon,0.7,1.2,0.9,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Black Carbon,0.7,1,0.8,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Black Carbon,0.8,1.1,0.9,,,
Summer 2012,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Black Carbon,1.2,1.3,1.3,,,
Summer 2013,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Black Carbon,1.3,1.5,1.4,,,
Summer 2014,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Black Carbon,1.2,1.4,1.3,,,
Summer 2015,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Black Carbon,1.2,1.3,1.3,,,
Summer 2016,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Black Carbon,1.1,1.3,1.2,,,
Summer 2017,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Black Carbon,1.1,1.2,1.2,,,
Summer 2018,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Black Carbon,0.9,1,0.9,,,
Winter 2012-13,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Black Carbon,1.5,1.6,1.5,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Black Carbon,1.4,1.5,1.5,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Black Carbon,1.1,1.2,1.1,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Black Carbon,1,1.2,1.1,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Black Carbon,0.9,1,1,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Black Carbon,0.9,0.9,0.9,,,
Summer 2012,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Black Carbon,1.3,1.9,1.6,,,
Summer 2013,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Black Carbon,1.3,2.1,1.7,,,
Summer 2014,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Black Carbon,1.2,2.1,1.7,,,
Summer 2015,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Black Carbon,1.2,1.9,1.6,,,
Summer 2016,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Black Carbon,1.1,1.9,1.5,,,
Summer 2017,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Black Carbon,1.1,1.5,1.3,,,
Summer 2018,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Black Carbon,1.1,1.6,1.4,,,
Winter 2012-13,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Black Carbon,1.2,1.9,1.6,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Black Carbon,1.3,2,1.6,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Black Carbon,1.1,1.7,1.4,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Black Carbon,1,1.7,1.4,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Black Carbon,0.9,1.2,1.1,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Black Carbon,1,1.4,1.2,,,
Summer 2012,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Black Carbon,0.8,0.9,0.8,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Black Carbon,0.6,0.8,0.7,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Black Carbon,0.6,0.7,0.6,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Black Carbon,0.6,0.8,0.7,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Black Carbon,0.6,0.7,0.6,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Black Carbon,0.6,0.8,0.7,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Black Carbon,0.5,0.7,0.6,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Black Carbon,0.8,1,0.9,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Black Carbon,0.6,0.8,0.7,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Black Carbon,0.5,0.7,0.6,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Black Carbon,0.6,0.8,0.7,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Black Carbon,0.5,0.8,0.6,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Black Carbon,0.5,0.7,0.6,,,
Summer 2012,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Black Carbon,1,1.2,1.1,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Black Carbon,0.9,1.2,1.1,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Black Carbon,0.8,1.1,1,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Black Carbon,0.8,1.1,1,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Black Carbon,0.8,1.1,0.9,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Black Carbon,0.8,1,0.9,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Black Carbon,0.8,0.9,0.8,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Black Carbon,0.8,1.1,0.9,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Black Carbon,0.7,1,0.9,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Black Carbon,0.8,1,0.9,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Black Carbon,0.7,1,0.9,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Black Carbon,0.7,0.8,0.7,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Black Carbon,0.8,0.9,0.8,,,
Summer 2012,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Black Carbon,0.9,1.1,1,,,
Summer 2013,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Black Carbon,0.8,1.1,1,,,
Summer 2014,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Black Carbon,0.7,1,0.9,,,
Summer 2015,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Black Carbon,0.8,1,0.9,,,
Summer 2016,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Black Carbon,0.7,1,0.8,,,
Summer 2017,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Black Carbon,0.8,0.9,0.8,,,
Summer 2018,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Black Carbon,0.7,0.8,0.8,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Black Carbon,0.8,1,0.9,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Black Carbon,0.7,0.9,0.8,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Black Carbon,0.7,0.9,0.8,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Black Carbon,0.7,0.9,0.8,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Black Carbon,0.6,0.8,0.7,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Black Carbon,0.7,0.8,0.8,,,
Summer 2012,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Black Carbon,1.2,1.4,1.3,,,
Summer 2013,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Black Carbon,1.2,1.4,1.3,,,
Summer 2014,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Black Carbon,1.2,1.4,1.3,,,
Summer 2015,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Black Carbon,1.1,1.3,1.2,,,
Summer 2016,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Black Carbon,1.1,1.3,1.2,,,
