Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,10th Percentile (ppb),90th Percentile (ppb),Mean (ppb),Notes 10th Percentile,Notes 90th Percentile,Notes Mean
Summer 2013,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitrogen Dioxide (NO2),18.9,27.6,23.3,,,
Summer 2014,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitrogen Dioxide (NO2),17.1,25.3,21.3,,,
Summer 2015,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitrogen Dioxide (NO2),16.6,23.5,20.1,,,
Summer 2016,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitrogen Dioxide (NO2),16.4,23.2,19.9,,,
Summer 2017,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitrogen Dioxide (NO2),16.1,23.5,19.9,,,
Summer 2018,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitrogen Dioxide (NO2),15.5,21.8,18.7,,,
Summer 2019,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitrogen Dioxide (NO2),17.2,22.6,19.9,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitrogen Dioxide (NO2),29,35.3,32.2,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitrogen Dioxide (NO2),25.8,31.4,28.7,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitrogen Dioxide (NO2),24.8,30.1,27.5,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitrogen Dioxide (NO2),25.6,31,28.4,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitrogen Dioxide (NO2),25.1,30.1,27.7,,,
Winter 2018-19,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitrogen Dioxide (NO2),23.4,27.7,25.6,,,
Summer 2013,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitrogen Dioxide (NO2),32.6,41,37,,,
Summer 2014,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitrogen Dioxide (NO2),30.2,38.1,34.4,,,
Summer 2015,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitrogen Dioxide (NO2),26.7,32.4,29.7,,,
Summer 2016,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitrogen Dioxide (NO2),26.1,31.4,28.8,,,
Summer 2017,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitrogen Dioxide (NO2),27.4,33.9,30.8,,,
Summer 2018,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitrogen Dioxide (NO2),26,31.3,28.8,,,
Summer 2019,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitrogen Dioxide (NO2),24.7,29.2,27.1,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitrogen Dioxide (NO2),38.1,43.6,41,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitrogen Dioxide (NO2),32.9,36.9,35,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitrogen Dioxide (NO2),31.5,35.1,33.4,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitrogen Dioxide (NO2),33.9,38.4,36.3,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitrogen Dioxide (NO2),33,37.1,35.2,,,
Winter 2018-19,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitrogen Dioxide (NO2),29.5,33.2,31.5,,,
Summer 2013,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitrogen Dioxide (NO2),19.7,22.8,21.4,,,
Summer 2014,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitrogen Dioxide (NO2),17.6,20.7,19.3,,,
Summer 2015,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitrogen Dioxide (NO2),17.4,19.9,18.9,,,
Summer 2016,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitrogen Dioxide (NO2),16.5,19,18,,,
Summer 2017,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitrogen Dioxide (NO2),17.3,19.9,18.8,,,
Summer 2018,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitrogen Dioxide (NO2),15.6,17.9,16.8,,,
Summer 2019,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitrogen Dioxide (NO2),15.1,17.7,16.3,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitrogen Dioxide (NO2),28,30.7,29.5,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitrogen Dioxide (NO2),25.1,27.4,26.5,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitrogen Dioxide (NO2),24.1,26.4,25.5,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitrogen Dioxide (NO2),26.8,29.1,28.2,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitrogen Dioxide (NO2),26.1,28.1,27.3,,,
Winter 2018-19,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitrogen Dioxide (NO2),23.1,25.1,24.2,,,
Summer 2013,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitrogen Dioxide (NO2),13.6,16.4,15,,,
Summer 2014,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitrogen Dioxide (NO2),14.3,16.5,15.4,,,
Summer 2015,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitrogen Dioxide (NO2),14.5,16.7,15.7,,,
Summer 2016,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitrogen Dioxide (NO2),13.4,15.6,14.6,,,
Summer 2017,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitrogen Dioxide (NO2),13.3,15.5,14.4,,,
Summer 2018,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitrogen Dioxide (NO2),12.5,14.1,13.3,,,
Summer 2019,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitrogen Dioxide (NO2),11.9,13.8,12.7,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitrogen Dioxide (NO2),24.3,26.6,25.4,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitrogen Dioxide (NO2),22.6,24.7,23.6,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitrogen Dioxide (NO2),20.7,22.9,21.8,,,
Winter 2016-17,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitrogen Dioxide (NO2),25.4,27.4,26.5,,,
Winter 2017-18,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitrogen Dioxide (NO2),21.7,24.1,22.8,,,
Winter 2018-19,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitrogen Dioxide (NO2),19.3,21.6,20.2,,,
Summer 2013,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitrogen Dioxide (NO2),16.6,20,18.5,,,
Summer 2014,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitrogen Dioxide (NO2),15.6,18.6,17.3,,,
Summer 2015,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitrogen Dioxide (NO2),15.6,18.4,17.2,,,
Summer 2016,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitrogen Dioxide (NO2),14.6,17.3,16.2,,,
Summer 2017,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitrogen Dioxide (NO2),14.9,17.8,16.6,,,
Summer 2018,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitrogen Dioxide (NO2),13.6,16,14.9,,,
Summer 2019,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitrogen Dioxide (NO2),13.1,15.4,14.4,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitrogen Dioxide (NO2),26,29,27.8,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitrogen Dioxide (NO2),23.6,26.3,25.2,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitrogen Dioxide (NO2),22.3,25,23.9,,,
Winter 2016-17,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitrogen Dioxide (NO2),25.9,28.4,27.5,,,
Winter 2017-18,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitrogen Dioxide (NO2),24.7,27.2,26.1,,,
Winter 2018-19,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitrogen Dioxide (NO2),21.6,24,23,,,
Summer 2013,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitrogen Dioxide (NO2),17.5,19.9,18.9,,,
Summer 2014,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitrogen Dioxide (NO2),16.3,18.4,17.5,,,
Summer 2015,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitrogen Dioxide (NO2),16.3,18.3,17.4,,,
Summer 2016,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitrogen Dioxide (NO2),15.5,17.4,16.5,,,
Summer 2017,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitrogen Dioxide (NO2),15.8,17.9,17,,,
Summer 2018,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitrogen Dioxide (NO2),15.1,17.5,16.1,,,
Summer 2019,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitrogen Dioxide (NO2),15.3,17.9,16.5,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitrogen Dioxide (NO2),27.8,29.6,28.7,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitrogen Dioxide (NO2),25,26.8,25.9,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitrogen Dioxide (NO2),23.9,25.7,24.8,,,
Winter 2016-17,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitrogen Dioxide (NO2),26.6,28.2,27.5,,,
Winter 2017-18,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitrogen Dioxide (NO2),26.5,28.9,27.5,,,
Winter 2018-19,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitrogen Dioxide (NO2),24,26.5,25,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitrogen Dioxide (NO2),16.6,21.1,19.3,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitrogen Dioxide (NO2),14.5,18.9,17.1,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitrogen Dioxide (NO2),14.6,18.6,16.9,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitrogen Dioxide (NO2),14.8,18.6,16.9,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitrogen Dioxide (NO2),13.6,17.8,16,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitrogen Dioxide (NO2),14.2,17.8,16.3,,,
Summer 2019,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitrogen Dioxide (NO2),16.1,19.6,18.1,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitrogen Dioxide (NO2),26.9,30.9,29.3,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitrogen Dioxide (NO2),24.5,28.1,26.6,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitrogen Dioxide (NO2),23.2,26.8,25.3,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitrogen Dioxide (NO2),23.8,27,25.8,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitrogen Dioxide (NO2),25.4,28.9,27.3,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitrogen Dioxide (NO2),23.3,26.4,25,,,
Summer 2013,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitrogen Dioxide (NO2),12.4,18.6,16,,,
Summer 2014,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitrogen Dioxide (NO2),12.1,18.3,15.8,,,
Summer 2015,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitrogen Dioxide (NO2),12.2,18.3,15.8,,,
Summer 2016,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitrogen Dioxide (NO2),11.5,17.3,14.9,,,
Summer 2017,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitrogen Dioxide (NO2),11.3,17.6,15,,,
Summer 2018,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitrogen Dioxide (NO2),10.4,15.5,13.4,,,
Summer 2019,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitrogen Dioxide (NO2),10.7,15.2,13.4,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitrogen Dioxide (NO2),23.8,29.1,26.8,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitrogen Dioxide (NO2),21.3,26.7,24.4,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitrogen Dioxide (NO2),20,25.1,22.9,,,
Winter 2016-17,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitrogen Dioxide (NO2),23.4,28.3,26.4,,,
Winter 2017-18,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitrogen Dioxide (NO2),21.8,25.9,24.2,,,
Winter 2018-19,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitrogen Dioxide (NO2),19.2,23,21.5,,,
Summer 2013,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitrogen Dioxide (NO2),12.8,16.4,14.6,,,
Summer 2014,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitrogen Dioxide (NO2),10.6,13.8,12.1,,,
Summer 2015,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitrogen Dioxide (NO2),10.5,13.7,12.1,,,
Summer 2016,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitrogen Dioxide (NO2),10.4,13.9,12.2,,,
Summer 2017,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitrogen Dioxide (NO2),11,14.1,12.6,,,
Summer 2018,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitrogen Dioxide (NO2),11,13.5,12.3,,,
Summer 2019,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitrogen Dioxide (NO2),11.8,14.3,13,,,
Winter 2013-14,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitrogen Dioxide (NO2),23.8,26.8,25.4,,,
Winter 2014-15,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitrogen Dioxide (NO2),21.2,24.1,22.8,,,
Winter 2015-16,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitrogen Dioxide (NO2),19.5,22.5,21.1,,,
Winter 2016-17,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitrogen Dioxide (NO2),22.7,25.4,24.1,,,
Winter 2017-18,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitrogen Dioxide (NO2),19.9,23.3,21.6,,,
Winter 2018-19,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitrogen Dioxide (NO2),16.8,19.4,18,,,
Summer 2013,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitrogen Dioxide (NO2),15.7,20.5,18.1,,,
Summer 2014,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitrogen Dioxide (NO2),13.1,18.4,15.7,,,
Summer 2015,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitrogen Dioxide (NO2),12.7,17.6,15.2,,,
Summer 2016,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitrogen Dioxide (NO2),12.1,16.9,14.5,,,
Summer 2017,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitrogen Dioxide (NO2),12.4,17.4,14.9,,,
Summer 2018,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitrogen Dioxide (NO2),11.1,15.1,13,,,
Summer 2019,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitrogen Dioxide (NO2),11.1,14.9,13,,,
Winter 2013-14,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitrogen Dioxide (NO2),26.3,31,28.7,,,
Winter 2014-15,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitrogen Dioxide (NO2),23,27.4,25.3,,,
Winter 2015-16,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitrogen Dioxide (NO2),21.7,26.1,23.9,,,
Winter 2016-17,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitrogen Dioxide (NO2),23.7,27.8,25.8,,,
Winter 2017-18,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitrogen Dioxide (NO2),23.9,27.3,25.6,,,
Winter 2018-19,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitrogen Dioxide (NO2),20.1,23.7,21.9,,,
Summer 2013,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitrogen Dioxide (NO2),13.3,19.1,16.7,,,
Summer 2014,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitrogen Dioxide (NO2),10.9,17,14.6,,,
Summer 2015,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitrogen Dioxide (NO2),10.9,16.6,14.4,,,
Summer 2016,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitrogen Dioxide (NO2),10.2,15.9,13.7,,,
Summer 2017,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitrogen Dioxide (NO2),10.2,16,13.8,,,
Summer 2018,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitrogen Dioxide (NO2),9.5,16.4,13.1,,,
Summer 2019,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitrogen Dioxide (NO2),9.8,18.2,13.7,,,
Winter 2013-14,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitrogen Dioxide (NO2),24.7,30.2,28,,,
Winter 2014-15,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitrogen Dioxide (NO2),21.7,26.9,24.9,,,
Winter 2015-16,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitrogen Dioxide (NO2),20.4,25.6,23.6,,,
Winter 2016-17,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitrogen Dioxide (NO2),22,27,25.1,,,
Winter 2017-18,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitrogen Dioxide (NO2),22.4,28.5,25.7,,,
Winter 2018-19,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitrogen Dioxide (NO2),19.4,27.1,23,,,
Summer 2013,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitrogen Dioxide (NO2),11.4,17.9,14.2,,,
Summer 2014,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitrogen Dioxide (NO2),10.9,17.1,13.6,,,
Summer 2015,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitrogen Dioxide (NO2),11.8,17.5,14.3,,,
Summer 2016,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitrogen Dioxide (NO2),10.5,16.2,13,,,
Summer 2017,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitrogen Dioxide (NO2),10.4,16.5,13,,,
Summer 2018,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitrogen Dioxide (NO2),9.6,14.6,11.7,,,
Summer 2019,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitrogen Dioxide (NO2),8.2,13.3,10.4,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitrogen Dioxide (NO2),19.6,26.2,22.4,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitrogen Dioxide (NO2),18.6,24.6,21.2,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitrogen Dioxide (NO2),17,22.9,19.5,,,
Winter 2016-17,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitrogen Dioxide (NO2),22,27.2,24.3,,,
Winter 2017-18,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitrogen Dioxide (NO2),19.1,24.2,21.3,,,
Winter 2018-19,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitrogen Dioxide (NO2),16.1,21.2,18.3,,,
Summer 2013,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitrogen Dioxide (NO2),4.5,10.7,7.9,,,
Summer 2014,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitrogen Dioxide (NO2),4.8,9.1,7.3,,,
Summer 2015,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitrogen Dioxide (NO2),4.5,8.7,6.9,,,
Summer 2016,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitrogen Dioxide (NO2),3.7,8.1,6.1,,,
Summer 2017,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitrogen Dioxide (NO2),5,9.9,7.7,,,
Summer 2018,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitrogen Dioxide (NO2),4.2,9.1,6.6,,,
Summer 2019,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitrogen Dioxide (NO2),4.9,9.7,7.2,,,
Winter 2013-14,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitrogen Dioxide (NO2),20.1,24.3,22.6,,,
Winter 2014-15,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitrogen Dioxide (NO2),18.1,22.3,20.6,,,
Winter 2015-16,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitrogen Dioxide (NO2),15.5,19.6,17.9,,,
Winter 2016-17,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitrogen Dioxide (NO2),18.4,22.7,20.9,,,
Winter 2017-18,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitrogen Dioxide (NO2),12.5,16.1,14.3,,,
Winter 2018-19,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitrogen Dioxide (NO2),12.1,15.2,13.9,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Nitrogen Dioxide (NO2),8,13.8,11.5,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Nitrogen Dioxide (NO2),9,14,12.1,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Nitrogen Dioxide (NO2),8.5,13.3,11.4,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Nitrogen Dioxide (NO2),7.7,12.7,10.7,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Nitrogen Dioxide (NO2),8.2,12.8,11,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Nitrogen Dioxide (NO2),6.8,10.8,9.3,,,
Summer 2019,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Nitrogen Dioxide (NO2),7.5,11.5,10,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Nitrogen Dioxide (NO2),23.8,27.8,26.2,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Nitrogen Dioxide (NO2),22,25.6,24.3,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Nitrogen Dioxide (NO2),19.2,23.1,21.6,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Nitrogen Dioxide (NO2),21.5,24.8,23.6,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Nitrogen Dioxide (NO2),16.9,21.8,19.9,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Nitrogen Dioxide (NO2),16.3,20.1,18.7,,,
Summer 2013,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Nitrogen Dioxide (NO2),6.8,12.9,9.9,,,
Summer 2014,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Nitrogen Dioxide (NO2),6.7,11.9,9.2,,,
Summer 2015,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Nitrogen Dioxide (NO2),6.3,11.6,8.8,,,
Summer 2016,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Nitrogen Dioxide (NO2),6.6,12.1,9.3,,,
Summer 2017,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Nitrogen Dioxide (NO2),6.7,11.9,9.2,,,
Summer 2018,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Nitrogen Dioxide (NO2),5.6,10.8,8.2,,,
Summer 2019,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Nitrogen Dioxide (NO2),7.5,11.8,9.7,,,
Winter 2013-14,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Nitrogen Dioxide (NO2),19.3,24.1,21.5,,,
Winter 2014-15,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Nitrogen Dioxide (NO2),17.4,22.2,19.6,,,
Winter 2015-16,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Nitrogen Dioxide (NO2),15.6,20.4,17.8,,,
